"ID задачи","Проект","Теги","Заголовок","Заявитель","Создана","Обновлена","Завершенная","Приоритет","Тип","Состояние","Исполнитель","Подсистема","Версии исправления","Затронутые версии","Исправлено в сборке","Описание","Голоса"
"12V-19","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint4","После нажатия кнопки ""Отмена"" на форме добавления прав, происходит добавление прав вместо отмены","root","8 Jul 2023 12:08","10 Jul 2023 23:42",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** открыта главная страница ЯМ, ссылка <https://41f2a84b-4ecc-483a-b693-8de1c0013f2a.serverhub.praktikum-services.ru/>

**Шаги воспроизведения:**

| 1 | В поле “Откуда” ввести “Зубовский бульвар, 37 |
| --- | --- |
| 2 | В поле “Куда” ввести “Фрунзенская набережная, 46” |
| 3 | Выбрать режим “Свой” |
| 4 | Выбрать вид транспорта “Каршеринг” |
| 5 | Нажать кнопку “Заказать” |
| 6 | Нажать кнопку “Добавить права” |
| 7 | В поле “Имя” ввести “Аркадий” |
| 8 | В поле “Фамилия” ввести “Горбушкин” |
| 9 | В поле “Дата рождения” ввести “22.11.1976 |
| 10 | В поле “Номер” ввести “1234123456” |
| 11 | Нажать кнопку “Отмена” |

**ОР:** Отображается форма бронирования каршеринга, поле Права пустое

**ФР:** Отображается форма с сообщением о проверке прав

**Окружение:** FireFox v. 115.0.1 on Windows 10 c разрешением экрана 1920х1080, Yandex v.23.5.4.674 on Windows 10 с разрешением экрана 800х600","0"
"12V-20","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint4","Недоступен крестик на форме ""Добавление прав"", из-за некорректной верстки верхняя часть формы не видна","root","8 Jul 2023 14:35","10 Jul 2023 23:41",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** открыта главная страница ЯМ, ссылка <https://41f2a84b-4ecc-483a-b693-8de1c0013f2a.serverhub.praktikum-services.ru/>, в браузере Yandex v. 23.5.4.674 on Windows 10 с разрешением экрана 800х600

**Шаги воспроизведения:**

| 1 | В поле “Откуда” ввести “Зубовский бульвар, 37” |
| --- | --- |
| 2 | В поле “Куда” ввести “Фрунзенская набережная, 46” |
| 3 | Выбрать режим “Свой” |
| 4 | Выбрать вид транспорта “Каршеринг” |
| 5 | Нажать кнопку “Заказать” |
| 6 | Нажать кнопку “Добавить права” |
| 7 | Поля не заполнять, нажать крестик |

**ОР:** Отображается форма бронирования каршеринга, поле Права пустое

**ФР:** Крестик не доступен

**Окружение:** Yandex v.23.5.4.674 on Windows 10 с разрешением экрана 800х600","0"
"12V-14","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint4","Некорректная верстка полей адресов на главной странице Яндекс Маршрутов","root","8 Jul 2023 11:37","10 Jul 2023 23:40",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** открыта главная страница ЯМ, ссылка <https://41f2a84b-4ecc-483a-b693-8de1c0013f2a.serverhub.praktikum-services.ru/> в браузере FireFox v.115.0.1 on Windows 10 с разрешением экрана 1920х1080

**ОР:** Наименование полей ""Откуда"" и ""Куда"" расположены над текстом с подсказкой ввода адреса

**ФР:** Текст подсказок полей адресов ""Откуда"" и ""Куда"" перекрывает наименование полей

**Окружение:** FireFox v. 115.0.1 on Windows 10 c разрешением экрана 1920х1080","0"
"12V-21","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint4","Система даёт вводить иные символы или цифры, которые не входят в диапазон требований в поле ""Номер карты"" на форме Добавления карты","root","8 Jul 2023 17:08","10 Jul 2023 23:38",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** открыта главная страница ЯМ, ссылка \<<https://41f2a84b-4ecc-483a-b693-8de1c0013f2a.serverhub.praktikum-services.ru/>\>

**Шаги воспроизведения:**

1. В поле “Откуда” ввести “Зубовский бульвар, 37”

2. В поле “Куда” ввести “Фрунзенская набережная, 46”

3\.  Выбрать режим “Свой”

4\.  Выбрать вид транспорта “Каршеринг”

5\.  Нажать кнопку “Заказать”

6\.  Нажать на кнопку “Способ оплаты”

7\.  Нажать на кнопку “Добавить карту”

8\.  В поле “Номер” ввести, например, “1111222233”, ""11112222333344"", ""ааааббббвввв"", ""111122@23333""

**ОР:** Символы или цифры, которые не входят в диапазон требований, система не даст ввести

**ФР:** Система дает вводить символы и цифры, которые не входят в диапазон Требований, под полем ввода появляется красный текст"" Некорректный номер""

**Окружение:** FireFox v. 115.0.1 on Windows 10 c разрешением экрана 1920х1080, Yandex v.23.5.4.674 on Windows 10 с разрешением экрана 800х600","0"
"12V-22","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint4","Система даёт вводить иные символы или цифры, которые не входят в диапазон требований в поле ""Код"" на форме Добавления карты","root","8 Jul 2023 17:31","10 Jul 2023 23:37",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** открыта главная страница ЯМ, ссылка \\\<\<<https://41f2a84b-4ecc-483a-b693-8de1c0013f2a.serverhub.praktikum-services.ru/>\>\\\>

**Шаги воспроизведения:**

1. В поле “Откуда” ввести “Зубовский бульвар, 37”

2. В поле “Куда” ввести “Фрунзенская набережная, 46”

3\.  Выбрать режим “Свой”

4\.  Выбрать вид транспорта “Каршеринг”

5\.  Нажать кнопку “Заказать”

6\.  Нажать на кнопку “Способ оплаты”

7\.  Нажать на кнопку “Добавить карту”

8\.  В поле “Код” ввести, например, “1"", ""1111"", ""аб"", ""-1"", ""2%""

**ОР:** Символы или цифры, которые не входят в диапазон требований, система не даст ввести

Ф**Р:** Система дает вводить символы и цифры, которые не входят в диапазон Требований, под полем ввода появляется красный текст"" Неверный код""

**Окружение:** FireFox v. 115.0.1 on Windows 10 c разрешением экрана 1920х1080, Yandex v.23.5.4.674 on Windows 10 с разрешением экрана 800х600","0"
"12V-24","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint4","После нажатия кнопки Отмена на форме Добавления прав не происходит переход на форму Бронирования","root","10 Jul 2023 20:19","10 Jul 2023 23:36",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** открыта главная страница ЯМ, ссылка : <https://d9764358-8586-45ee-886e-ae10e6f7f995.serverhub.praktikum-services.ru>

**Шаги воспроизведения:**

| 1 | Ввести в поле Откуда “Зубовский бульвар, 37 |
| --- | --- |
| 2 | Ввести в поле Куда “Фрунзенская набережная, 46” |
| 3 | Выбрать режим “Свой”, вид транспорта “Каршеринг” |
| 4 | Нажать кнопку “Забронировать” |
| 5 | Нажать на кнопку “Добавить права” |
| 6 | Ввести в поле “Имя”: “Аркадий” |
| 7 | Ввести в поле “Фамилия”: “Gorbuhkin” |
| 8 | Поле “Дата рождения” не заполнять |
| 9 | Поле “Номер” не заполнять |
| 10 | Нажать на кнопку “Отмена” |

**ОР:** Поле ""Фамилия"" подсвечивается красным, появляется текст ошибки ""Введите корректную фамилию"". После нажатия кнопки ""Отмена"" открывается окно бронирования. Поле ""Права"" пустое.

**ФР:** После нажатия кнопки Отмена на форме Добавления прав не происходит перехода на форму Бронирования

**Окружение:** FireFox v. 115.0.1 on Windows 10 c разрешением экрана 1920х1080, Yandex v.23.5.4.674 on Windows 10 с разрешением экрана 800х600","0"
"12V-26","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint4","После нажатия кнопки Отмена на форме добавления прав происходит переход на форму сообщения о проверке прав, а не на форму бронирования","root","10 Jul 2023 20:47","10 Jul 2023 23:35",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** открыта главная страница ЯМ. Ссылка: <https://d9764358-8586-45ee-886e-ae10e6f7f995.serverhub.praktikum-services.ru/>

**Шаги воспроизведения:**

| 1 | Ввести в поле Откуда “Зубовский бульвар, 37” |
| --- | --- |
| 2 | Ввести в поле Куда “Фрунзенская набережная, 46” |
| 3 | Выбрать режим “Свой” |
| 4 | Выбрать вид транспорта “Каршеринг” |
| 5 | Нажать кнопку “Забронировать” |
| 6 | Нажать на кнопку “Добавить права” |
| 7 | Ввести в поле “Имя”: “Аркадий” |
| 8 | Ввести в поле “Фамилия”: “Горбушкин” |
| 9 | Поле “Дата рождения” не заполнять |
| 10 | Ввести в поле “Номер: ”12 34 123456” |
| 11 | Нажать кнопку “Отмена” |

**ОР:** После нажатия кнопки ""Отмена"" закрывается форма добавления прав, открывается форма бронирования. Поле ""Права"" пустое.

**ФР:** После нажатия кнопки ""Отмена"" закрывается форма добавления прав, открывается форма сообщения о проверке прав

**Окружение:** FireFox v. 115.0.1 on Windows 10 c разрешением экрана 1920х1080, Yandex v.23.5.4.674 on Windows 10 с разрешением экрана 800х600","0"
"12V-25","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint4","Некорректный текст ошибки под полем Имя на форме добавления прав","root","10 Jul 2023 20:29","10 Jul 2023 23:35",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** открыта главная страница ЯМ. Ссылка: <https://d9764358-8586-45ee-886e-ae10e6f7f995.serverhub.praktikum-services.ru/>

**Шаги воспроизведения:**

| 1 | ввести в поле Откуда “Зубовский бульвар, 37” |
| --- | --- |
| 2 | Ввести в поле Куда “Фрунзенская набережная, 46” |
| 3 | Выбрать режим “Свой” |
| 4 | Выбрать вид транспорта “Каршеринг” |
| 5 | Нажать кнопку “Забронировать” |
| 6 | Нажать на кнопку “Добавить права” |
| 7 | Ввести в поле “Имя”: “Arkadiy” |

**ОР:** Поле ""Имя"" подсвечивается красным, появляется текст ошибки ""Введите корректное имя"".
**ФР:** Поле ""Имя"" подсвечивается красным, появляется текст ошибки ""Введите каректное имя""

**Окружение:** FireFox v. 115.0.1 on Windows 10 c разрешением экрана 1920х1080, Yandex v.23.5.4.674 on Windows 10 с разрешением экрана 800х600","0"
"12V-27","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint4","Не валидное значение ""00"" в поле код на форме добавления карты система считает валидным","root","10 Jul 2023 23:18","10 Jul 2023 23:34",,"Обычная","Ошибка","Зарегистрирована","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** открыта главная страница ЯМ. Ссылка: <https://d9764358-8586-45ee-886e-ae10e6f7f995.serverhub.praktikum-services.ru/>

**Шаги воспроизведения:**

| 1 | Ввести в поле Откуда “Зубовский бульвар, 37” |
| --- | --- |
| 2 | Ввести в поле Куда “Фрунзенская набережная, 46” |
| 3 | Выбрать режим “Свой” |
| 4 | Выбрать вид транспорта “Каршеринг” |
| 5 | Нажать кнопку “Забронировать” |
| 6 | Нажать на кнопку “Способ оплаты” |
| 7 | Нажать на кнопку “Добавить карту” |
| 8 | В поле “Номер карты” ввести ""111122223333"" |
| 9 | В поле код ввести: “00“ |

**ОР:** система не позволяет вводить значение 00, кнопка Привязать не активна.

**ФР:** система позволяет вводить значение 00, кнопка Привязать активна и после нажатия добавляет карту в список карт на форме Способ оплаты

**Окружение:** FireFox v. 115.0.1 on Windows 10 c разрешением экрана 1920х1080, Yandex v.23.5.4.674 on Windows 10 с разрешением экрана 800х600","0"
"12V-12","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint1","Отсутствует кнопка удаления фото в форме урны на в верхнем правом углу фото","root","4 May 2023 18:11","4 May 2023 18:24",,"Обычная","Ошибка","Открыта","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** Открыта главная страница приложения

**Ожидаемый результат:** В верхнем правом углу фото должна располагаться кнопка удаления фото в форме урны, как указывается в требованиях к приложению в п.4 (\\\<\<<https://praktikum.notion.site/Mesto-d087c5ec63cc42c99a9fc8f41e17400b>\>\\\>).

**Фактический результат:** Кнопка удаления фото в форме урны отсутствует.

**Окружение:** Windows 10, Chrom Версия 112.0.5615.138

**Приоритет:** Высокий","0"
"12V-11","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint1","Отсутствует кнопка ""+"" для добавления фото","root","4 May 2023 17:42","4 May 2023 18:23",,"Обычная","Ошибка","Открыта","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** Открыта главная страница приложения

**Ожидаемый результат:** В верхней части экрана справа над фото должна располагаться кнопка ""+"" для добавления фото, как указывается в требованиях к приложению в п.2 (\<<https://praktikum.notion.site/Mesto-d087c5ec63cc42c99a9fc8f41e17400b>\>).

**Фактический результат:** Кнопка ""+"" для добавления фото отсутствует.

**Окружение:** Windows 10, Chrom Версия 112.0.5615.138

**Приоритет: Высокий**","0"
"12V-8","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint1","Красный текст об ошибке не отображается при вводе числа символов больше допустимого для поля ""Занятие""","root","3 May 2023 09:01","3 May 2023 17:44",,"Обычная","Ошибка","Открыта","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** Открыто окно редактирования профиля

**Шаги Воспроизведения:**

1\. Кликнуть на строку ввода ""Занятие""

2\. Ввести “ХудожникХудожникХудожникХудожникХудожникХудожникХудожникХудожникХудожникХудожникХудожникХудожникХудожникХудожникХудожникХудожникХудожникХудожникХудожникХудожникХудожникХудожникХудожникХудожникХудожникХ”

**Ожидаемый результат:** Под полем отображается красный текст об ошибке “Недопустимое количество символов”

**Фактический результат:** Красный текст не отображается. Вместо этого обрезается количество символов до 200, как указывается в требованиях к приложению в п.п 1.6 (\<<https://praktikum.notion.site/Mesto-d087c5ec63cc42c99a9fc8f41e17400b>\>).

**Окружение:** Windows 10, Chrom Версия 112.0.5615.138

**Приоритет:** Средний","0"
"12V-7","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint1","Красный текст об ошибке не отображается под полем ""Имя"" при вводе числа символов больше допустимого","root","3 May 2023 08:56","3 May 2023 17:40",,"Обычная","Ошибка","Открыта","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** Открыто окно редактирования профиля

**Шаги Воспроизведения:**

1. Кликнуть на строку ввода ""Имя""
2. Ввести “ИванИванИванИванИванИванИванИванИванИванИ”

**Ожидаемый результат:** Под полем отображается красный текст об ошибке “Недопустимое количество символов”

**Фактический результат:** Красный текст не отображается. Вместо этого обрезается количество символов до 40, как указывается в требованиях к приложению в п.п 1.6 (<https://praktikum.notion.site/Mesto-d087c5ec63cc42c99a9fc8f41e17400b>).

**Окружение:** Windows 10, Chrom Версия 112.0.5615.138

**Приоритет:** Средний","0"
"12V-5","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint1","Под полем ""Имя"" другой красный текст при вводе числа символов меньше допустимого для поля ""Имя""","root","3 May 2023 08:27","3 May 2023 17:29",,"Обычная","Ошибка","Открыта","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** Открыто окно редактирования профиля

**Шаги воспроизведения:**

| 1 | Кликнуть в строку ввода ""Имя"" |
| --- | --- |
| 2 | Ввести “И” |

**Ожидаемый результат:** Под полем отображается красный текст об ошибке “Недопустимое количество символов”

**Фактический результат:** Под полем отображается красный текст об ошибке “Текст должен быть не короче 2 симв. Длина текста сейчас 1 символ ”

**Окружение:** Windows 10, Chrom Версия 112.0.5615.138

**Приоритет:** Средний","0"
"12V-6","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint1","Под полем отображается другой красный текст об ошибке при вводе числа символов меньше допустимого для поля ""Занятие""","root","3 May 2023 08:32","3 May 2023 17:25",,"Обычная","Ошибка","Открыта","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** Открыто окно редактирования профиля

**Шаги воспроизведения:**

| 1 | Кликнуть в строку ввода ""Занятие"" |
| --- | --- |
| 2 | Ввести “Х” |



**Ожидаемый результат:** Под полем отображается красный текст об ошибке “Недопустимое количество символов”

**Фактический результат:** Под полем отображается красный текст об ошибке “Текст должен быть не короче 2 симв. Длина текста сейчас 1 символ ”

**Окружение:** Windows 10, Chrom Версия 112.0.5615.138

**Приоритет:** Средний","0"
"12V-9","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint1","При пустом поле ""Имя"" кнопка ""Сохранить"" активна","root","3 May 2023 09:07","3 May 2023 09:35",,"Обычная","Ошибка","Открыта","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** Открыто окно редактирования профиля

**Шаги воспроизведения:** Очистить поле “Имя”

**Ожидаемый результат:** Кнопка ""Сохранить"" не активна

**Фактический результат:** Кнопка сохранить активна при пустом поле Имя

**Окружение:** Windows 10, Chrom Версия 112.0.5615.138

**Приоритет:** Средний","0"
"12V-10","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint1","Автоудаление пробелов при сохранении в конце полей полей ""Имя"" и ""Занятие"" невозможно проверить","root","3 May 2023 09:32","3 May 2023 09:35",,"Незначительная","Ошибка","Открыта","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** Открыто окно редактирования профиля

**Шаги воспроизведения:**

| 1 | Кликнуть на строку ввода ""Имя"" |
| --- | --- |
| 2 | Ввести “Иван ” |
| 3 | Кликнуть на строку ввода ""Занятие"" |
| 4 | Ввести “Художник ” |
| 5 | Нажать кнопку ""Сохранить"" |

**Ожидаемый результат:** В профиле отображается имя “Иван” и занятие “Художник” без пробелов

**Фактический результат:** Невозможно проверить автоудаление пробелов, т.к. Профиль пользователя “Иван, художник” не отображается на главной странице после нажатия кнопки “Сохранить” в редактировании профиля. Отображается профиль по умолчанию “ Жак-Ив Кусто, исследователь океана”

**Окружение:** Windows 10, Chrom Версия 112.0.5615.138

**Приоритет:** Низкий","0"
"12V-2","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint1","При добавлении нового профиля данные об Имени и Занятии после их сохранения не обновляются на главной странице","root","2 May 2023 21:25","3 May 2023 05:44",,"Критическая","Ошибка","Открыта","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие**

Открыто окно редактирования профиля

### Шаги воспроизведения

| 1 | **Кликнуть на строку ввода ""Имя""** |
| --- | --- |
| 2 | Ввести “Иван” |
| 3 | Кликнуть на строку ввода ""Занятие"" |
| 4 | Ввести “Художник” |
| 5 | Нажать кнопку “Сохранить” |



**Ожидаемый результат**\: На главной странице в профиле отображается “Иван” и “Художник”

**Фактический результат:** На главной странице отображается профиль по умолчанию (Жак-Ив Кусто, Исследователь океана)

**Окружение:** Windows 10, Chrom Версия 112.0.5615.138

**Приоритет:** Критичный","0"
"12V-3","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint1","Не отображается текст с главной страницы при редактировании профиля в поле ""Занятие""","root","2 May 2023 22:01","3 May 2023 05:43",,"Серьезная","Ошибка","Открыта","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** открыта главная страница

**Шаги воспроизведения:** Нажать кнопку открытия редактирования профиля (карандаш).

**Ожидаемый результат:** В окне редактирования профиля в поле ""Занятие"" отображается текст с главной страницы.

**Фактический результат:** В окне редактирования профиля в поле ""Занятие"" ничего не отображается.

**Окружение:** Windows 10, Chrom Версия 112.0.5615.138

**Приоритет:** Высокий","0"
"12V-4","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint1","Не отображается текст с главной страницы при редактировании профиля в поле ""Имя""","root","2 May 2023 22:05","3 May 2023 05:42",,"Серьезная","Ошибка","Открыта","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","**Предусловие:** открыта главная страница

**Шаги воспроизведения:** Нажать кнопку открытия редактирования профиля (карандаш).

**Ожидаемый результат:** В окне редактирования профиля в поле ""Имя"" отображается текст с главной страницы.

**Фактический результат:** В окне редактирования профиля в поле ""Имя"" ничего не отображается.

**Окружение:** Windows 10, Chrom Версия 112.0.5615.138

**Приоритет:** Высокий","0"
"12V-1","Наталья Соловьева, 12 поток, Venus","Звезда,Sprint1","Тестовый репорт","root","29 Apr 2023 18:52","29 Apr 2023 18:52",,"Обычная","Ошибка","Открыта","Нет исполнителя","Нет подсистемы","Нет версии исправления","Неизвестно","Следующая сборка","Тело репорта","0"